,source,target,finished,human_path_length,shortest_path_length,path_deviation,playtime_sec,playtime_min,type,failure_article,difficulty_rating,number_backclicks,hashedIpAddress,timestamp,category,gender,nr_link_in,in_degree_rep,success_rate
7200,Llandudno,Britney_Spears,False,6,3,3,178,2.966666666666667,restart,American_popular_music,,0,096f07c347cb22ff,1299864994,Actors_models_and_celebrities,female,8,1,0.0
1539,Antelope,H.D.,False,9,3,6,216,3.6,restart,<,,1,6f764edf18c789b8,1384761357,Writers_and_critics,female,6,1,0.0
2499,Rook_%28bird%29,Natalie_Portman,False,18,3,15,264,4.4,restart,<,,6,16a0b72e5b8e2c3b,1358479848,Actors_models_and_celebrities,female,5,1,
6262,Francis_Drake,Kylie_Minogue,False,7,3,4,428,7.133333333333334,restart,AIDS,,0,1eac4e8c0f6ade9f,1348852042,Performers_and_composers,female,6,1,0.0
6360,Anglican_Communion,Marie_Curie,False,4,3,1,157,2.6166666666666667,restart,Napoleon_I_of_France,,0,0c08f57159df1252,1366509073,Chemists,female,10,1,0.0
6259,Windows_2000,Kylie_Minogue,False,3,3,0,1868,31.133333333333333,timeout,HTTP_cookie,,0,2c2196e921fbb184,1348363864,Performers_and_composers,female,6,1,0.0
4856,Augustan_literature,Christina_Aguilera,False,10,4,6,332,5.533333333333333,restart,Aesthetics,,1,7b820d605c357a9e,1373230154,Performers_and_composers,female,5,1,0.0
3353,United_States_Constitution,Diane_Keaton,False,8,4,4,172,2.8666666666666667,restart,Los_Angeles%2C_California,,2,13710ea426392bde,1379938703,Actors_models_and_celebrities,female,2,1,0.0
3217,Margin_of_error,William_Ewart_Gladstone,False,4,3,1,1697,28.283333333333335,restart,<,,1,341209a13ad52c96,1306554123,Political_People,male,20,1,
7681,Xenon,Celine_Dion,False,25,4,21,506,8.433333333333334,restart,Elizabeth_II_of_the_United_Kingdom,,8,350a48df7f6450df,1388227270,Performers_and_composers,female,5,1,
4870,North_Korea,Paul_C%C3%A9zanne,False,3,3,0,1829,30.483333333333334,timeout,<,,1,43ea609a54fab699,1351286513,Artists,male,12,1,
4956,Optical_fiber,Rosa_Parks,False,9,4,5,118,1.9666666666666666,restart,Slavery,,0,553813981040f13c,1337434426,Historical_figures,female,3,1,0.0
7578,Pikachu,Barack_Obama,False,6,4,2,1952,32.53333333333333,timeout,President_of_the_United_States,,0,42bd0f797b98e58d,1298697401,Political_People,male,1,1,
7685,Crime_and_Punishment,Hilda_of_Whitby,False,14,5,9,403,6.716666666666667,restart,Christianity,,1,245521f16ba57f6b,1332895810,Religious_figures_and_leaders,female,2,1,0.0
5762,Hadrian%27s_Wall,Mary_I_of_Scotland,False,5,3,2,1837,30.616666666666667,timeout,Mary_I_of_England,,0,2f7f5bc901f63206,1340910915,Monarchs_of_Great_Britain,female,16,1,
7215,Pat_Cash,Britney_Spears,False,11,4,7,745,12.416666666666666,restart,Newspaper,,1,7cd6e3581ea5a40a,1318106297,Actors_models_and_celebrities,female,8,1,0.0
1249,Banana,Albert_Einstein,False,7,3,4,64,1.0666666666666667,restart,Jew,,1,38de55d5350cf711,1383180667,Astronomers_and_physicists,male,89,5,
6426,Fishing,Dante_Alighieri,False,3,3,0,1930,32.166666666666664,timeout,Dark_Ages,,0,512efb004684eeab,1351797415,Writers_and_critics,male,40,2,
3189,Jakarta,Florence_Nightingale,False,6,3,3,128,2.1333333333333333,restart,United_Kingdom,,0,5e5b3e43164d9fb9,1366727416,Human_Scientists,female,7,1,0.0
6313,Arctic,Bill_Gates,False,5,3,2,100,1.6666666666666667,restart,Corporation,,0,5f22535607b1d77d,1366214652,Computing_People,male,15,1,
4191,Edmund_Hillary,William_Thomson%2C_1st_Baron_Kelvin,False,19,3,16,921,15.35,restart,<,,8,51b1e7eb1fde233d,1365114097,Mathematicians,male,7,1,
5933,Economy_of_the_Republic_of_Ireland,Isaac_Brock,False,17,3,14,1182,19.7,restart,John_Adams,,4,4ec1bf8770f25612,1298913115,Military_People,male,3,1,0.0
6266,Chemistry,Kylie_Minogue,False,8,3,5,1923,32.05,timeout,English_language,,0,3a41db8007bb1d34,1352760682,Performers_and_composers,female,6,1,0.0
7190,Canada,Britney_Spears,False,4,4,0,92,1.5333333333333334,restart,American_popular_music,,0,118185ff5f82c299,1298688579,Actors_models_and_celebrities,female,8,1,0.0
7353,North_Africa,Joan_of_Arc,False,4,3,1,136,2.2666666666666666,restart,France,,0,30647a8546a0789e,1338500976,Military_People,female,7,1,0.0
4972,Mass_Rapid_Transit_%28Singapore%29,Neil_Young,False,5,4,1,1891,31.516666666666666,timeout,Canada,,0,031de2154e6c5874,1320733441,Performers_and_composers,male,4,1,
6100,Hydrogen,William_and_Mary,False,3,3,0,40,0.6666666666666666,restart,Tycho_Brahe,,0,7a96a26520fac6ee,1375078266,Monarchs_of_Great_Britain,female,8,1,0.0
5673,Buddhism,Tiger_Woods,False,15,4,11,427,7.116666666666666,restart,Computer_and_video_games,,1,796fd16030dd9279,1366327072,Sports_and_games_people,male,3,1,0.0
4305,Cambodia,Ernest_Hemingway,False,6,2,4,126,2.1,restart,<,,2,391433e044924992,1369384398,Writers_and_critics,male,22,1,
7565,Data_Encryption_Standard,Hannibal_Barca,False,11,4,7,253,4.216666666666667,restart,Augustus,,0,594c120b60ad0f1e,1386821701,Historical_figures,male,4,1,0.0
7617,Long_pepper,Margaret_Sanger,False,6,4,2,2010,33.5,timeout,Propaganda,,0,04eadb922bb01a8c,1303661004,Political_People,female,2,1,
5729,Flemish_people,Tiger_Woods,False,5,3,2,204,3.4,restart,<,,1,5b30e34e0a368cc6,1385431802,Sports_and_games_people,male,3,1,0.0
4357,Soils_retrogression_and_degradation,Henri_Matisse,False,4,4,0,286,4.766666666666667,restart,Marseille,,0,26f76e394525328e,1359589986,Artists,male,6,1,
6603,Badminton,Christopher_Wren,False,24,3,21,2572,42.86666666666667,timeout,World_Heritage_Site,,0,3e93778c16d96679,1373850993,Engineers_and_inventors,male,17,1,
7355,Libertarianism,Joan_of_Arc,False,10,4,6,929,15.483333333333333,restart,War,,1,039fcbf02edc0226,1367700672,Military_People,female,7,1,0.0
6214,Tribe,Isaac,False,8,3,5,177,2.95,restart,Christianity,,2,045a02171b5eb11a,1355868959,Religious_figures_and_leaders,male,10,1,
7097,Sistine_Chapel_ceiling,J._K._Rowling,False,11,3,8,289,4.816666666666666,restart,University_of_Cambridge,,3,781fe1720d34b171,1375737582,Writers_and_critics,female,5,1,0.0
3848,Shroud_of_Turin,Ludwig_Wittgenstein,False,3,3,0,123,2.05,restart,Vienna,,0,5729953544e4be37,1312194706,Philosophers,male,20,1,
2743,Basil,Alan_Turing,False,8,4,4,1963,32.71666666666667,timeout,Computer,,0,4737297e544819d3,1376382739,Mathematicians,male,11,1,0.0
5718,Transit_of_Venus,Tiger_Woods,False,7,4,3,164,2.7333333333333334,restart,United_States_dollar,,0,2155b9b54e46e936,1382643819,Sports_and_games_people,male,3,1,0.0
4858,Nintendo_Entertainment_System,Christina_Aguilera,False,5,3,2,34,0.5666666666666667,restart,<,,2,457d35c368464688,1374840036,Performers_and_composers,female,5,1,0.0
6096,Scotland,William_and_Mary,False,4,1,3,1875,31.25,timeout,U.S._state,,0,1bdc9a184148f72f,1365987194,Monarchs_of_Great_Britain,female,8,1,0.0
5657,Lima,Tiger_Woods,False,22,4,18,1960,32.666666666666664,restart,Clothing,,5,11ef55361d13da9c,1351300437,Sports_and_games_people,male,3,1,0.0
58,14th_century,Henry_David_Thoreau,False,4,3,1,1902,31.7,timeout,United_States,,0,7bf895dc6103ae5e,1347395505,Philosophers,male,10,1,
1966,Bottlenose_Dolphin,Ronald_Reagan,False,5,3,2,93,1.55,restart,Washington%2C_D.C.,,1,278581093a1b3571,1362980792,USA_Presidents,male,69,4,
471,Super_Mario_Bros.,Jesus,False,3,3,0,84,1.4,restart,English_language,,0,7adef3fc2f414c08,1384947246,Religious_figures_and_leaders,male,116,6,
6850,Human_dignity,Felix_Mendelssohn,False,3,3,0,30,0.5,restart,<,,1,7d5f54b1532c0c20,1369513629,Performers_and_composers,male,16,1,
7010,Dominican_Republic,Boudica,False,3,3,0,52,0.8666666666666667,restart,Iceland,,0,5c26fb857d1bd2f0,1298785842,Historical_figures,female,5,1,0.0
2744,Jamaica,Alan_Turing,False,4,3,1,1903,31.716666666666665,timeout,Battle_of_Midway,,0,60af9e2138051b96,1389799481,Mathematicians,male,11,1,0.0
6827,Philippines,Zoroaster,False,4,3,1,255,4.25,restart,Religion,,0,0d45688105684d24,1355315165,Religious_figures_and_leaders,male,9,1,
5662,Silicon,Tiger_Woods,False,6,4,2,102,1.7,restart,<,,1,424b074f05fce4c6,1357357408,Sports_and_games_people,male,3,1,0.0
3347,Malaria,Diane_Keaton,False,9,4,5,282,4.7,restart,Television,,0,6070e4512e96af9f,1369833740,Actors_models_and_celebrities,female,2,1,0.0
1536,Krypton,H.D.,False,8,4,4,199,3.316666666666667,restart,Photography,,0,17f245345068762c,1336654410,Writers_and_critics,female,6,1,0.0
5625,Taipei,Tiger_Woods,False,4,3,1,205,3.4166666666666665,restart,Sport,,0,1d0421287862c2aa,1343614527,Sports_and_games_people,male,3,1,0.0
7737,Pope_Pius_XII,Thomas_Gainsborough,False,4,3,1,1827,30.45,timeout,Europe,,0,5cfa752d7f87db26,1371359101,Artists,male,11,1,
7456,Alice%27s_Adventures_in_Wonderland,Bette_Davis,False,4,3,1,64,1.0666666666666667,restart,Music,,0,7aba981d4612c037,1298785736,Actors_models_and_celebrities,female,7,1,0.0
6113,Vasco_da_Gama,Immanuel_Kant,False,4,3,1,1825,30.416666666666668,timeout,Athens,,0,0f466ea41b522f38,1352839319,Philosophers,male,43,2,
5601,Llandudno,Tiger_Woods,False,11,3,8,220,3.6666666666666665,restart,Sport,,4,2920bca574df872c,1318347166,Sports_and_games_people,male,3,1,0.0
7276,Antelope,Abel_Tasman,False,10,3,7,2114,35.233333333333334,timeout,Pacific_Ocean,,0,5bb5836b425e6bfe,1331745215,Geographers_and_explorers,male,5,1,
5234,Rook_%28bird%29,Walt_Disney,False,23,3,20,486,8.1,restart,Mass_media,,6,349d4f836346bda4,1342522973,Producers_directors_and_media_figures,male,15,1,
5656,Francis_Drake,Tiger_Woods,False,48,4,44,1040,17.333333333333332,restart,Malcolm_X,,21,34f247922a54e495,1351263621,Sports_and_games_people,male,3,1,0.0
7546,Anglican_Communion,Hannibal_Barca,False,36,3,33,4535,75.58333333333333,restart,Julius_Caesar,,16,68c9826f016b0a60,1331232912,Historical_figures,male,4,1,0.0
5697,Windows_2000,Tiger_Woods,False,22,4,18,1128,18.8,restart,Cricket,,1,3ddb3c2643ad91d8,1374081428,Sports_and_games_people,male,3,1,0.0
5454,Augustan_literature,Plato,False,2,2,0,40,0.6666666666666666,restart,Literacy,,0,770b610a7487c7c3,1382940603,Philosophers,male,76,4,
5695,United_States_Constitution,Tiger_Woods,False,5,4,1,1963,32.71666666666667,timeout,Football,,0,1548150f27c2857b,1373349123,Sports_and_games_people,male,3,1,0.0
7207,Margin_of_error,Britney_Spears,False,4,4,0,94,1.5666666666666667,restart,Compact_Disc,,0,4f85fe33624a5911,1308114420,Actors_models_and_celebrities,female,8,1,0.0
3707,Xenon,J._R._R._Tolkien,False,3,3,0,140,2.3333333333333335,restart,United_Nations,,0,23e9898629635546,1298763111,Writers_and_critics,male,15,1,
7347,North_Korea,Joan_of_Arc,False,3,3,0,1871,31.183333333333334,timeout,France,,0,69421fe945903a96,1323044081,Military_People,female,7,1,0.0
3997,Optical_fiber,John_Constable,False,4,3,1,21,0.35,restart,American_English,,0,28dbd15913e5491a,1348768987,Artists,male,14,1,
3343,Pikachu,Diane_Keaton,False,7,5,2,1910,31.833333333333332,timeout,Tony_Blair,,0,548ea5283d5c1820,1363744548,Actors_models_and_celebrities,female,2,1,0.0
5736,Crime_and_Punishment,Tiger_Woods,False,6,4,2,219,3.65,restart,Human_rights,,0,1342c7c06e17d46e,1386368140,Sports_and_games_people,male,3,1,0.0
3252,Hadrian%27s_Wall,Franklin_D._Roosevelt,False,5,3,2,100,1.6666666666666667,restart,University,,0,105586143e4b5211,1344222122,USA_Presidents,male,60,3,
2284,Pat_Cash,Kurt_Cobain,False,6,3,3,1872,31.2,timeout,<,,1,5cb2772a2129b940,1367790555,Performers_and_composers,male,7,1,
3723,Banana,Keira_Knightley,False,8,4,4,1961,32.68333333333333,timeout,Film,,0,68eb71a9483dc9bc,1348382111,Actors_models_and_celebrities,female,3,1,
1535,Fishing,H.D.,False,3,3,0,40,0.6666666666666666,restart,<,,1,26af63bb74c8d26d,1328882387,Writers_and_critics,female,6,1,0.0
5616,Jakarta,Tiger_Woods,False,33,3,30,1199,19.983333333333334,restart,<,,14,4a25f1226786211b,1330877397,Sports_and_games_people,male,3,1,0.0
