,source,target,finished,human_path_length,shortest_path_length,path_deviation,playtime,type,failure_article,difficulty_rating,number_backclicks,hashedIpAddress,timestamp,category,gender,nr_link_in,in_degree_rep,success_rate,log_playtime
3436,History_of_slavery,Thomas_Edison,True,10,3,7,227,,,,2,00f12d474b00d730,1366429374,Engineers_and_inventors,male,18,1,,5.424950017481403
4983,Nitrification,Ariel_Sharon,True,5,3,2,107,,,,0,483f22e936ed4ce0,1332716712,Political_People,male,8,1,,4.672828834461906
3627,Boundary_Waters_Canoe_Area_Wilderness,Malcolm_X,True,6,3,3,86,,,5.0,1,3be1650444141c18,1257177892,Religious_figures_and_leaders,male,7,1,,4.454347296253507
7421,Music_of_Ireland,Anne_of_Great_Britain,True,4,3,1,70,,,,0,74e1ade83225459d,1248813805,Monarchs_of_Great_Britain,female,29,2,,4.248495242049359
3719,Seawater,Keira_Knightley,True,6,3,3,233,,,3.0,0,13f49b186a6662e3,1249738564,Actors_models_and_celebrities,female,3,1,1.0,5.4510384535657
6786,Currency,Charles_Babbage,True,17,3,14,357,,,5.0,1,4b43836160785bfb,1249765252,Computing_People,male,10,1,,5.877735781779639
4466,Telescope,Jane_Austen,True,6,3,3,126,,,,0,0f85b23c7ac58dfe,1332006868,Writers_and_critics,female,17,1,,4.836281906951478
2315,Vanilla,Michael_Jordan,True,5,3,2,106,,,,0,368c9d7472aacdec,1386403350,Sports_and_games_people,male,6,1,1.0,4.663439094112067
3182,Apollo_11,Florence_Nightingale,True,6,3,3,152,,,2.0,0,424a65e078091c25,1378018105,Human_Scientists,female,7,1,1.0,5.0238805208462765
6627,Roman_villa,Edmund_Burke,True,8,3,5,61,,,3.0,1,70b2863b747128bc,1258338050,Political_People,male,15,1,,4.110873864173311
2484,Christianity,Natalie_Portman,True,8,3,5,316,,,,0,7e5389e76e903791,1345350503,Actors_models_and_celebrities,female,5,1,1.0,5.755742213586912
2950,Yellow_fever,Anne_Frank,True,6,3,3,150,,,,0,506a32ef329b4269,1382227940,Writers_and_critics,female,6,1,1.0,5.0106352940962555
6474,String_theory,Mary_II_of_England,True,26,3,23,503,,,,10,473d6ac602c2b198,1314904490,Monarchs_of_Great_Britain,female,22,1,1.0,6.220590170099739
2955,Human_rights,Anne_Frank,True,4,2,2,96,,,,0,052694457be4765c,1266375362,Writers_and_critics,female,6,1,1.0,4.564348191467836
3362,Vanilla,Cleopatra_VII,True,4,3,1,55,,,1.0,0,0ea740be190248d7,1383323093,Historical_figures,female,17,1,1.0,4.007333185232471
6607,Darfur_conflict,Johann_Sebastian_Bach,True,7,2,5,130,,,3.0,0,26f5ea3e58e01350,1260525084,Performers_and_composers,male,30,2,1.0,4.867534450455582
4325,Nurse_sharks,Leif_Ericson,True,4,3,1,18,,,,0,0d57c8c57d75e2f5,1283939804,Geographers_and_explorers,male,3,1,,2.8903717578961645
7004,Djibouti,Boudica,True,6,3,3,253,,,3.0,0,0d57c8c57d75e2f5,1283700884,Historical_figures,female,5,1,,5.53338948872752
3782,Tooth_development,Nikola_Tesla,True,4,3,1,94,,,,0,473d6ac602c2b198,1323369883,Engineers_and_inventors,male,15,1,,4.543294782270004
6710,Darfur_conflict,Margaret_Thatcher,True,3,2,1,39,,,1.0,0,0299542414c3f20a,1260390051,Political_People,female,38,2,1.0,3.6635616461296463
7184,Equatorial_Guinea,Britney_Spears,True,10,3,7,299,,,3.0,0,0d57c8c57d75e2f5,1279944690,Actors_models_and_celebrities,female,8,1,,5.700443573390687
2041,Love,Henry_IV_of_England,True,9,4,5,105,,,1.0,0,60aacdb56cc721c5,1345251442,Monarchs_of_Great_Britain,male,19,1,,4.653960350157523
5110,Cotopaxi,Victoria_of_the_United_Kingdom,True,6,3,3,159,,,1.0,0,71688d094165ef47,1381102263,Historical_figures,female,77,4,1.0,5.0689042022202315
1255,Philippines,Adam_Smith,True,6,3,3,142,,,,0,3c8ba56662c9e9c2,1266641971,Historical_figures,male,38,2,1.0,4.955827057601261
6706,Philippines,Margaret_Thatcher,True,4,3,1,60,,,1.0,0,0d57c8c57d75e2f5,1282402243,Political_People,female,38,2,1.0,4.0943445622221
121,Colley_Cibber,Martina_Navratilova,True,4,3,1,60,,,,0,1e70669a000e8122,1260413974,Sports_and_games_people,female,4,1,,4.0943445622221
4187,Ramesses_II,William_Thomson%2C_1st_Baron_Kelvin,True,11,3,8,215,,,,1,13d51d2f268f80e0,1368707558,Mathematicians,male,7,1,,5.3706380281276624
3822,Cotopaxi,Alexander_the_Great,True,5,3,2,39,,,,0,0299542414c3f20a,1257975691,Military_People,male,78,4,1.0,3.6635616461296463
4846,Walrus,Christina_Aguilera,True,16,4,12,174,,,2.0,5,5adbf82c228a4f9b,1298809814,Performers_and_composers,female,5,1,,5.159055299214529
207,String_theory,Francis_Bacon,True,5,3,2,64,,,1.0,0,76bd7be90fc34b26,1248673418,Philosophers,male,16,1,1.0,4.1588830833596715
3358,Vitamin_D,Cleopatra_VII,True,5,3,2,164,,,,0,605fd5c81d6a1a17,1310498014,Historical_figures,female,17,1,1.0,5.099866427824199
6480,J%C3%B3zef_Pi%C5%82sudski,Mary_II_of_England,True,7,3,4,406,,,,0,493ee14c16f55ef9,1299115757,Monarchs_of_Great_Britain,female,22,1,1.0,6.0063531596017325
5318,Battle_of_Gettysburg,Osama_bin_Laden,True,4,3,1,36,,,1.0,0,7d5624e35c9523ef,1347645042,Political_People,male,15,1,,3.58351893845611
5109,Cotopaxi,Victoria_of_the_United_Kingdom,True,6,3,3,418,,,,0,7c87e79c251a272f,1265245054,Historical_figures,female,77,4,1.0,6.035481432524756
6296,Black-winged_Stilt,Bill_Gates,True,8,3,5,169,,,,0,7dab53a46711bc85,1382714967,Computing_People,male,15,1,,5.1298987149230735
2480,Christianity,Natalie_Portman,True,5,3,2,359,,,,0,0d57c8c57d75e2f5,1282914812,Actors_models_and_celebrities,female,5,1,1.0,5.883322388488279
29,Dundee,Elizabeth_I_of_England,True,4,3,1,244,,,2.0,0,0ded1e040a8df44d,1248278863,Monarchs_of_Great_Britain,female,63,3,,5.497168225293202
5474,Margaret_Sanger,Thomas_More,True,14,3,11,340,,,,4,354a30583946f557,1263703323,Religious_figures_and_leaders,male,16,1,,5.8289456176102075
5409,Jesus,Robert_Boyle,True,6,3,3,72,,,5.0,0,700b22112ce03e73,1240246305,Chemists,male,19,1,1.0,4.276666119016055
2479,Christianity,Natalie_Portman,True,6,3,3,116,,,,0,598a3345576f1cb0,1249770699,Actors_models_and_celebrities,female,5,1,1.0,4.7535901911063645
3560,Nintendo,Condoleezza_Rice,True,4,3,1,73,,,2.0,0,68c9826f016b0a60,1331574552,Political_People,female,15,1,1.0,4.290459441148391
1542,Cancer,J._M._W._Turner,True,24,3,21,610,,,4.0,9,53c51e5562579f3a,1350185450,Artists,male,12,1,,6.413458957167357
6074,Dunnock,Glynn_Lunney,True,6,4,2,226,,,2.0,0,5cd27c1121d56f45,1248673296,Engineers_and_inventors,male,2,1,,5.420534999272286
6091,Barn_Owl,William_and_Mary,True,9,3,6,203,,,,0,64703dab79249086,1378360356,Monarchs_of_Great_Britain,female,8,1,1.0,5.313205979041787
4693,Spacecraft_propulsion,Helen,True,8,4,4,210,,,3.0,1,514b178d530ef2a0,1379280042,Historical_figures,female,7,1,1.0,5.3471075307174685
2954,Human_rights,Anne_Frank,True,5,2,3,94,,,,0,5faa6cea3e23e965,1260837993,Writers_and_critics,female,6,1,1.0,4.543294782270004
7061,Borage,Elagabalus,True,5,3,2,72,,,3.0,0,0e64fafd3b7c3fcd,1232599605,Historical_figures,male,2,1,,4.276666119016055
5843,Henry_Morrison_Flagler,Virgil,True,15,3,12,1188,,,2.0,4,28904fbf154d6486,1266022872,Writers_and_critics,male,29,2,,7.080026499922591
4223,Barbary_Lion,Stanley_Baldwin,True,12,4,8,144,,,1.0,3,2ddd27da77661289,1249407336,Political_People,male,9,1,,4.969813299576001
3552,History_of_slavery,Condoleezza_Rice,True,6,3,3,136,,,1.0,1,0f140ac75509beb0,1352218482,Political_People,female,15,1,1.0,4.912654885736052
6255,Nitrification,Kylie_Minogue,True,5,3,2,166,,,2.0,0,6a4cd4070edfa3b9,1361313040,Performers_and_composers,female,6,1,,5.111987788356544
7088,Boundary_Waters_Canoe_Area_Wilderness,J._K._Rowling,True,6,3,3,182,,,1.0,1,4233bc813ab2ea35,1249912786,Writers_and_critics,female,5,1,1.0,5.204006687076795
2601,Music_of_Ireland,John_Adams,True,4,3,1,48,,,1.0,0,26ed752f07daa8b0,1265119844,USA_Presidents,male,26,2,,3.871201010907891
6814,Seawater,Otto_von_Bismarck,True,5,3,2,135,,,1.0,0,1fe48b522cc472a6,1250525739,Historical_figures,male,9,1,,4.90527477843843
3356,Currency,Cleopatra_VII,True,4,3,1,170,,,,0,0d57c8c57d75e2f5,1282854968,Historical_figures,female,17,1,1.0,5.135798437050262
4473,Telescope,Qin_Shi_Huang,True,6,3,3,99,,,3.0,0,288281ad4fa47374,1250473661,Historical_figures,male,6,1,,4.59511985013459
3360,Vanilla,Cleopatra_VII,True,5,3,2,33,,,,0,5d8eeb905d66d909,1249603863,Historical_figures,female,17,1,1.0,3.4965075614664802
6512,Apollo_11,Romulus_Augustus,True,5,3,2,128,,,,0,3dc25e89579787e2,1248896848,Historical_figures,male,5,1,,4.852030263919617
7344,Roman_villa,Joan_of_Arc,True,7,3,4,281,,,3.0,0,732cc1887459a9fb,1352146713,Military_People,female,7,1,,5.638354669333745
2470,Christianity,John_Logie_Baird,True,9,3,6,249,,,4.0,0,70ccdd8826c6aa0d,1304369386,Engineers_and_inventors,male,4,1,1.0,5.517452896464707
5393,Yellow_fever,Pericles,True,4,3,1,76,,,1.0,0,1c1e00511b717ca3,1248652649,Military_People,male,12,1,,4.330733340286331
206,String_theory,Francis_Bacon,True,9,3,6,272,,,4.0,0,203b01c1396cbf61,1248672777,Philosophers,male,16,1,1.0,5.605802066295998
5911,Human_rights,Leon_Trotsky,True,5,2,3,241,,,2.0,0,0db97e7f4016f588,1226131300,Political_People,male,17,1,1.0,5.484796933490655
2314,Vanilla,Michael_Jordan,True,6,3,3,112,,,,0,00216ef93a2a60bb,1372047249,Sports_and_games_people,male,6,1,1.0,4.718498871295094
6709,Darfur_conflict,Margaret_Thatcher,True,7,2,5,98,,,4.0,0,482972df0e234ce2,1260265943,Political_People,female,38,2,1.0,4.584967478670572
7090,Nurse_sharks,J._K._Rowling,True,5,3,2,119,,,3.0,0,4290bd974d5dcaea,1259372485,Writers_and_critics,female,5,1,1.0,4.77912349311153
5411,Djibouti,Robert_Boyle,True,5,3,2,339,,,3.0,0,67c0010662f301be,1383598925,Chemists,male,19,1,1.0,5.82600010738045
3181,Tooth_development,Florence_Nightingale,True,8,3,5,187,,,,0,1715288a5392be3a,1360179943,Human_Scientists,female,7,1,1.0,5.231108616854587
6606,Darfur_conflict,Johann_Sebastian_Bach,True,8,2,6,90,,,2.0,0,182edbc251e34668,1254979660,Performers_and_composers,male,30,2,1.0,4.499809670330265
7172,Equatorial_Guinea,Pope_Pius_XII,True,5,3,2,98,,,3.0,0,048344a31e6f171e,1249647088,Religious_figures_and_leaders,male,13,1,,4.584967478670572
3715,Love,Keira_Knightley,True,5,4,1,30,,,3.0,0,27bb85bf43c94394,1237445366,Actors_models_and_celebrities,female,3,1,1.0,3.4011973816621555
3820,Cotopaxi,Alexander_the_Great,True,5,3,2,86,,,3.0,0,54c98eb64507584a,1249416209,Military_People,male,78,4,1.0,4.454347296253507
6705,Philippines,Margaret_Thatcher,True,7,3,4,379,,,2.0,0,0d57c8c57d75e2f5,1279762369,Political_People,female,38,2,1.0,5.937536205082426
1254,Philippines,Adam_Smith,True,8,3,5,180,,,3.0,0,53cc94da6ddef0cf,1252450802,Historical_figures,male,38,2,1.0,5.19295685089021
113,Colley_Cibber,Alfred_Nobel,True,4,3,1,227,,,,0,01c813ca75e9acec,1249448234,Chemists,male,6,1,,5.424950017481403
5420,Ramesses_II,Barbara_McClintock,True,6,3,3,145,,,,0,473d6ac602c2b198,1314737721,Human_Scientists,female,6,1,1.0,4.976733742420574
5108,Cotopaxi,Victoria_of_the_United_Kingdom,True,15,3,12,232,,,2.0,0,0ad45d0d5143bf73,1259364925,Historical_figures,female,77,4,1.0,5.44673737166631
4860,Walrus,Paul_C%C3%A9zanne,True,10,4,6,235,,,,0,4fec412658d8c2a3,1355077704,Artists,male,12,1,,5.459585514144159
6473,String_theory,Mary_II_of_England,True,6,3,3,154,,,2.0,0,18711b75742fa30a,1297645511,Monarchs_of_Great_Britain,female,22,1,1.0,5.0369526024136295
6685,Vitamin_D,Grover_Cleveland,True,5,3,2,54,,,,0,1c8b4b8b70326ed9,1322180616,USA_Presidents,male,16,1,,3.9889840465642745
4517,J%C3%B3zef_Pi%C5%82sudski,Vincent_van_Gogh,True,5,3,2,220,,,,0,4a7df23d69af668a,1348673911,Artists,male,18,1,,5.393627546352362
