,source,target,finished,human_path_length,shortest_path_length,path_deviation,playtime,type,failure_article,difficulty_rating,number_backclicks,hashedIpAddress,timestamp,category,gender,nr_link_in,in_degree_rep,success_rate,log_playtime
5761,Dunnock,Mary_I_of_Scotland,True,10,4,6,56,,,,1,2203eb5c1afbb3a1,1327266709,Monarchs_of_Great_Britain,female,16,1,0.8333333333333334,4.02535169073515
6097,Dakar,William_and_Mary,False,18,3,15,412,restart,William_III_of_England,,1,69610b7f6f4e6331,1366774722,Monarchs_of_Great_Britain,female,8,1,0.3333333333333333,6.021023349349527
6625,Unix,Edmund_Burke,True,4,3,1,121,,,2.0,0,631bc1682ffc69bb,1268549688,Political_People,male,15,1,1.0,4.795790545596741
297,Christianity,Jesus,True,2,1,1,8,,,,0,1d87486272a30f9a,1384112053,Religious_figures_and_leaders,male,116,6,0.9166666666666666,2.0794415416798357
448,Super_Mario_Bros.,Jesus,True,4,3,1,106,,,2.0,0,391bd53213bd1b72,1383261079,Religious_figures_and_leaders,male,116,6,0.9166666666666666,4.663439094112067
6955,William_Shakespeare,Llywelyn_the_Great,False,4,4,0,1865,timeout,Laws_in_Wales_Acts_1535%E2%80%931542,,0,1a12eecc1c122c44,1357760372,Historical_figures,male,2,1,0.0,7.5310163320779155
5655,Fusarium,Tiger_Woods,False,7,5,2,1991,timeout,United_Kingdom,,0,107bb92e2214124d,1350864041,Sports_and_games_people,male,3,1,0.0,7.596392304064196
449,Super_Mario_Bros.,Jesus,True,4,3,1,113,,,4.0,0,7adef3fc2f414c08,1384947365,Religious_figures_and_leaders,male,116,6,0.9166666666666666,4.727387818712341
6755,Gas_metal_arc_welding,Henry_VI_of_England,True,24,4,20,554,,,,3,64f8e7993e155012,1310282716,Monarchs_of_Great_Britain,male,13,1,,6.317164686747284
5781,Obi-Wan_Kenobi,Columba,False,7,3,4,396,restart,Last_Supper,,0,5e424246557a50d8,1363367370,Religious_figures_and_leaders,male,13,1,0.5,5.981414211254481
3928,Muhammad_Ali,Hatshepsut,True,11,3,8,236,,,3.0,1,6da262d547086a1c,1251101611,Historical_figures,female,4,1,0.7142857142857143,5.4638318050256105
6354,St_Paul%27s_Cathedral,Marie_Curie,True,20,3,17,380,,,,7,48ae1c95368820c9,1354478546,Chemists,female,10,1,0.45454545454545453,5.940171252720432
5309,Philippines,Osama_bin_Laden,True,4,3,1,48,,,1.0,0,1fde1eee04c26e06,1317610201,Political_People,male,15,1,1.0,3.871201010907891
2617,Comet,Rutherford_B._Hayes,True,8,4,4,174,,,2.0,1,7c7212f61b460e05,1338829522,USA_Presidents,male,7,1,,5.159055299214529
6379,Nurse_sharks,Rabindranath_Tagore,False,3,3,0,55,restart,Pacific_Ocean,,0,289c4dfe469bcb10,1345601428,Writers_and_critics,male,12,1,,4.007333185232471
296,Christianity,Jesus,True,2,1,1,8,,,,0,0b8b191723171597,1352326224,Religious_figures_and_leaders,male,116,6,0.9166666666666666,2.0794415416798357
7229,Equatorial_Guinea,Britney_Spears,False,4,3,1,316,restart,Rhythm_and_blues,,0,2f37778730668d11,1364488193,Actors_models_and_celebrities,female,8,1,0.06451612903225806,5.755742213586912
7316,Stem_cell,Richard_Wagner,True,4,3,1,95,,,1.0,0,24e3e80921018ab6,1265013576,Performers_and_composers,male,34,2,,4.553876891600541
6786,Currency,Charles_Babbage,True,17,3,14,357,,,5.0,1,4b43836160785bfb,1249765252,Computing_People,male,10,1,1.0,5.877735781779639
7724,Taipei,Eva_Per%C3%B3n,False,4,3,1,322,restart,Argentina,,0,28d2148632bf4519,1352882875,Political_People,female,3,1,,5.7745515455444085
4910,Indus_River,Ludwig_van_Beethoven,True,5,3,2,245,,,2.0,0,0d57c8c57d75e2f5,1282084894,Performers_and_composers,male,29,2,1.0,5.501258210544727
6358,Comoros,Marie_Curie,False,5,3,2,41,restart,<,,2,1a8059d9297c2098,1310309805,Chemists,female,10,1,0.45454545454545453,3.713572066704308
7727,Radio_telescope,George_Byron%2C_6th_Baron_Byron,False,5,3,2,112,restart,European_Union,,0,1fb750c560e0b925,1357670070,Writers_and_critics,male,5,1,,4.718498871295094
7269,Antelope,Abel_Tasman,True,5,3,2,303,,,3.0,0,10a59c60104192c9,1261910562,Geographers_and_explorers,male,5,1,1.0,5.713732805509369
5425,Jesus,Gottfried_Leibniz,True,3,2,1,52,,,1.0,0,0726785e4bc93c78,1249760089,Mathematicians,male,35,2,,3.9512437185814275
7646,Cactus,Norman_Borlaug,False,6,3,3,220,restart,Global_warming,,0,509b5575156375a7,1323582615,Human_Scientists,male,3,1,,5.393627546352362
7239,Pythagorean_theorem,Miranda_Otto,True,7,5,2,337,,,,0,5873d2ca02bd19ff,1385145928,Actors_models_and_celebrities,female,1,1,1.0,5.820082930352362
6476,Poetry_of_the_United_States,Mary_II_of_England,True,6,3,3,145,,,3.0,0,284ce9986e3258cc,1234040303,Monarchs_of_Great_Britain,female,22,1,1.0,4.976733742420574
3393,Philippines,Husein_Grada%C5%A1%C4%8Devi%C4%87,True,6,3,3,228,,,5.0,0,006f5e4771df374b,1322595358,Military_People,male,2,1,1.0,5.429345628954441
6788,Kolkata,Charles_Babbage,True,4,3,1,55,,,,0,24e9fc2e2d40b81a,1273874622,Computing_People,male,10,1,1.0,4.007333185232471
5223,C%C3%A6dmon,Vivien_Leigh,True,6,4,2,103,,,,0,3d09bfe7630f45f2,1298847424,Actors_models_and_celebrities,female,8,1,0.6666666666666666,4.634728988229636
6124,DNA_repair,Tupac_Shakur,True,5,4,1,99,,,,0,4c08f7220b5e8be4,1331785306,Performers_and_composers,male,4,1,1.0,4.59511985013459
6607,Darfur_conflict,Johann_Sebastian_Bach,True,7,2,5,130,,,3.0,0,26f5ea3e58e01350,1260525084,Performers_and_composers,male,30,2,1.0,4.867534450455582
3340,Johnston_Atoll,Diane_Keaton,True,5,4,1,76,,,,0,6df418be05c0e435,1366775458,Actors_models_and_celebrities,female,2,1,0.15384615384615385,4.330733340286331
1661,Screw,Confucius,True,5,3,2,154,,,3.0,0,36900eec23bdeea1,1267826483,Philosophers,male,27,2,,5.0369526024136295
5110,Cotopaxi,Victoria_of_the_United_Kingdom,True,6,3,3,159,,,1.0,0,71688d094165ef47,1381102263,Historical_figures,female,77,4,1.0,5.0689042022202315
293,Christianity,Jesus,True,2,1,1,14,,,1.0,0,7bc2aace3a8e038f,1330236062,Religious_figures_and_leaders,male,116,6,0.9166666666666666,2.6390573296152584
4962,Jamaica,Neil_Young,True,7,3,4,220,,,3.0,0,1cd1e9d71f08e431,1332718458,Performers_and_composers,male,4,1,0.5,5.393627546352362
4187,Ramesses_II,William_Thomson%2C_1st_Baron_Kelvin,True,11,3,8,215,,,,1,13d51d2f268f80e0,1368707558,Mathematicians,male,7,1,,5.3706380281276624
5421,Manchester,Barbara_McClintock,False,5,3,2,1841,timeout,World_Heritage_Site,,0,0c434a196bed807c,1299529401,Human_Scientists,female,6,1,0.6,7.518064181233078
1603,Haiti,Che_Guevara,False,2,2,0,54,restart,Sim%C3%B3n_Bol%C3%ADvar,,0,4eeaf9cf00a6fad1,1336646076,Historical_figures,male,10,1,0.5,3.9889840465642745
5697,Windows_2000,Tiger_Woods,False,22,4,18,1128,restart,Cricket,,1,3ddb3c2643ad91d8,1374081428,Sports_and_games_people,male,3,1,0.0,7.028201432058005
7521,Planetary_habitability,Donald_Bradman,True,9,4,5,308,,,,0,15268b730acbb70a,1382306690,Sports_and_games_people,male,4,1,,5.730099782973574
6480,J%C3%B3zef_Pi%C5%82sudski,Mary_II_of_England,True,7,3,4,406,,,,0,493ee14c16f55ef9,1299115757,Monarchs_of_Great_Britain,female,22,1,1.0,6.0063531596017325
6345,Mineral,John_Calvin,True,8,3,5,196,,,3.0,1,6e7a907600ca5d3d,1266684056,Religious_figures_and_leaders,male,18,1,,5.278114659230517
3180,Force,Florence_Nightingale,True,4,3,1,80,,,2.0,0,116015794ba6623d,1368989596,Human_Scientists,female,7,1,0.3333333333333333,4.382026634673881
6956,The_Mismeasure_of_Man,Llywelyn_the_Great,False,12,4,8,296,restart,Wales,,3,74f951762646abc2,1359376976,Historical_figures,male,2,1,0.0,5.69035945432406
7044,Nitrification,Zionism,True,4,3,1,123,,,2.0,0,4d469f3946589df9,1251524234,Political_People,male,25,2,1.0,4.812184355372417
6827,Philippines,Zoroaster,False,4,3,1,255,restart,Religion,,0,0d45688105684d24,1355315165,Religious_figures_and_leaders,male,9,1,,5.541263545158426
7025,Du_Fu,Muhammad_ibn_Musa_al-Khwarizmi,False,5,4,1,1981,timeout,Persian_Empire,,0,51cc86e904548000,1301512097,Astronomers_and_physicists,male,3,1,0.5,7.591357046698551
5164,Pope_Pius_XII,Tim_Henman,True,7,4,3,94,,,3.0,0,3b79bdb82b68f679,1249524581,Sports_and_games_people,male,4,1,,4.543294782270004
6595,Silicon,Christopher_Wren,True,25,3,22,422,,,3.0,9,66c9795a6eab354f,1256669066,Engineers_and_inventors,male,17,1,1.0,6.045005314036012
3403,South_Africa,Elizabeth_II_of_the_United_Kingdom,True,3,2,1,20,,,1.0,0,2bda9ad4576d82cd,1365912109,Political_People,female,131,6,0.8888888888888888,2.995732273553991
7679,Odyssey,Celine_Dion,False,9,4,5,140,restart,<,,1,4f949fc868bdc361,1344786615,Performers_and_composers,female,5,1,0.0,4.941642422609304
5762,Hadrian%27s_Wall,Mary_I_of_Scotland,False,5,3,2,1837,timeout,Mary_I_of_England,,0,2f7f5bc901f63206,1340910915,Monarchs_of_Great_Britain,female,16,1,0.8333333333333334,7.515889085215125
7433,Nintendo_Entertainment_System,Henry_VII_of_England,True,5,3,2,258,,,,0,0d9c6fef6a2eddd1,1249759264,Monarchs_of_Great_Britain,male,30,2,1.0,5.552959584921617
7425,Zebra_shark,Henry_VII_of_England,True,5,3,2,44,,,,0,473d6ac602c2b198,1329775885,Monarchs_of_Great_Britain,male,30,2,1.0,3.784189633918261
5749,Cancer,Mary_I_of_Scotland,True,9,3,6,203,,,,0,5c47b517641e8486,1259427057,Monarchs_of_Great_Britain,female,16,1,0.8333333333333334,5.313205979041787
7216,Ununoctium,Britney_Spears,False,6,4,2,1951,timeout,Neil_Young,,0,419186222306f380,1320787380,Actors_models_and_celebrities,female,8,1,0.06451612903225806,7.576097340623111
7252,Vinaya,Francis_Drake,True,6,3,3,183,,,,0,21596dbc6164353e,1367829456,Historical_figures,male,10,1,,5.209486152841421
7208,Fair_Isle,Britney_Spears,False,8,5,3,74,restart,American_Civil_War,,0,1be99e4a3ec457da,1309711514,Actors_models_and_celebrities,female,8,1,0.06451612903225806,4.30406509320417
3157,Scotland,Pablo_Picasso,True,5,2,3,122,,,3.0,0,18a2d82a74b0f352,1313771511,Artists,male,31,2,,4.804021044733257
2665,Francis_Drake,Benjamin_Franklin,True,7,3,4,82,,,2.0,1,6b039e9953cf075e,1259072991,Historical_figures,male,32,2,,4.406719247264253
5107,Nobelium,Victoria_of_the_United_Kingdom,True,9,3,6,424,,,2.0,1,18c1ff0424760bd8,1312166642,Historical_figures,female,77,4,1.0,6.049733455231958
1004,Banana,Adolf_Hitler,True,4,3,1,141,,,2.0,0,41cf463d7cda5912,1346974538,Political_People,male,109,5,1.0,4.948759890378168
2032,King_Kong_%281933_film%29,Thomas_Jefferson,True,6,3,3,19,,,,0,5b92f13f69183bca,1366760496,USA_Presidents,male,58,3,,2.9444389791664403
45,14th_century,Elizabeth_I_of_England,False,2,2,0,1809,timeout,England,,0,1722399d7dc72e83,1349744196,Monarchs_of_Great_Britain,female,63,3,0.8823529411764706,7.500529485395295
5048,Space_Race,Richard_III_of_England,False,6,3,3,1985,timeout,Richard_I_of_England,,0,6014893e743ee5d8,1366068846,Monarchs_of_Great_Britain,male,15,1,0.5,7.59337419312129
6352,Borage,Marie_Curie,True,4,3,1,95,,,,0,76baa89b5bf0f0df,1321295135,Chemists,female,10,1,0.45454545454545453,4.553876891600541
2420,Chemistry,Fidel_Castro,True,7,3,4,88,,,,0,0094025522865764,1354337241,Political_People,male,23,2,1.0,4.477336814478207
6707,Palazzo_Pitti,Margaret_Thatcher,True,5,3,2,143,,,3.0,0,41e0da754b94ac6a,1336271505,Political_People,female,38,2,0.875,4.962844630259907
7214,Conflict,Britney_Spears,False,14,4,10,436,restart,George_W._Bush,,4,0b983de502e0ee53,1315865340,Actors_models_and_celebrities,female,8,1,0.06451612903225806,6.077642243349034
5367,Tanzania,Bruce_Springsteen,True,5,3,2,140,,,3.0,0,3c8ba56662c9e9c2,1266641809,Performers_and_composers,male,5,1,1.0,4.941642422609304
7554,Kubla_Khan,Hannibal_Barca,False,6,4,2,1897,timeout,George_Byron%2C_6th_Baron_Byron,,0,7443e49a01659417,1348870582,Historical_figures,male,4,1,0.0,7.5480289699350145
4651,1896_Summer_Olympics,Leonardo_da_Vinci,True,5,2,3,78,,,,0,183ec99f63d12f6d,1298915415,Engineers_and_inventors,male,34,2,1.0,4.356708826689592
3720,Barbary_Lion,Keira_Knightley,True,5,4,1,35,,,2.0,0,27bb85bf43c94394,1237445563,Actors_models_and_celebrities,female,3,1,0.5714285714285714,3.5553480614894135
6446,Toluene,George_II_of_Great_Britain,True,9,4,5,346,,,3.0,1,36d8c858715edcbd,1251196548,Monarchs_of_Great_Britain,male,13,1,,5.846438775057725
4258,Long_pepper,Isaac_Newton,True,7,3,4,86,,,,0,3d106fd97346d073,1248996101,Astronomers_and_physicists,male,80,4,,4.454347296253507
5378,ZX_Spectrum,Bruce_Springsteen,True,13,4,9,264,,,3.0,3,22561dac152b0b35,1389616827,Performers_and_composers,male,5,1,1.0,5.575949103146316
5224,Vasco_da_Gama,Vivien_Leigh,False,12,4,8,164,restart,<,,2,447554f33458d130,1298785915,Actors_models_and_celebrities,female,8,1,0.6666666666666666,5.099866427824199
3627,Boundary_Waters_Canoe_Area_Wilderness,Malcolm_X,True,6,3,3,86,,,5.0,1,3be1650444141c18,1257177892,Religious_figures_and_leaders,male,7,1,,4.454347296253507
6348,Lerwick,Marie_Curie,True,4,3,1,99,,,1.0,0,0d57c8c57d75e2f5,1293508866,Chemists,female,10,1,0.45454545454545453,4.59511985013459
1073,Super_Mario_Bros.,Adolf_Hitler,True,5,2,3,62,,,1.0,0,2378d4322bf1dfd8,1350340416,Political_People,male,109,5,1.0,4.127134385045092
7203,Mini,Britney_Spears,False,7,4,3,1963,timeout,Television,,0,672cfdea1f649faf,1301014024,Actors_models_and_celebrities,female,8,1,0.06451612903225806,7.5822291942764615
3357,Google,Cleopatra_VII,True,4,3,1,127,,,2.0,0,7616b49a648c76ab,1249774276,Historical_figures,female,17,1,1.0,4.844187086458591
2244,Effect_of_Hurricane_Katrina_on_New_Orleans,Mary_I_of_England,True,5,4,1,98,,,2.0,0,26519d935840492e,1249408317,Monarchs_of_Great_Britain,female,24,2,1.0,4.584967478670572
6868,Pikachu,Alexander_Hamilton,True,7,2,5,174,,,,1,5295bca242be81fe,1379299676,Historical_figures,male,23,2,,5.159055299214529
6715,South_Ossetia,Margaret_Thatcher,True,4,2,2,79,,,3.0,0,745bf0b443bfab7c,1251297639,Political_People,female,38,2,0.875,4.3694478524670215
7482,Tamarind,Ollanta_Humala,True,4,3,1,136,,,2.0,0,5abbcf2e21c61a22,1256614375,Political_People,male,1,1,,4.912654885736052
6059,Ammosaurus,William_IV_of_the_United_Kingdom,True,5,3,2,35,,,1.0,0,2806715b30599fc8,1369088066,Monarchs_of_Great_Britain,male,25,2,,3.5553480614894135
3353,United_States_Constitution,Diane_Keaton,False,8,4,4,172,restart,Los_Angeles%2C_California,,2,13710ea426392bde,1379938703,Actors_models_and_celebrities,female,2,1,0.15384615384615385,5.147494476813453
7224,Sheffield,Britney_Spears,False,3,3,0,1867,timeout,Popular_culture,,0,63322a01228519d5,1327349662,Actors_models_and_celebrities,female,8,1,0.06451612903225806,7.532088143541722
5673,Buddhism,Tiger_Woods,False,15,4,11,427,restart,Computer_and_video_games,,1,796fd16030dd9279,1366327072,Sports_and_games_people,male,3,1,0.0,6.056784013228625
3911,Jordan_River,Charlie_Chaplin,True,7,3,4,400,,,,0,3a283fc11b94c581,1306696408,Actors_models_and_celebrities,male,10,1,1.0,5.991464547107982
7610,William_Pitt_the_Younger,Ivan_IV_of_Russia,False,6,3,3,142,restart,Russia,,0,6e7cbb7d3a3215e2,1311126419,Historical_figures,male,5,1,,4.955827057601261
3414,Lovage,Elizabeth_II_of_the_United_Kingdom,True,4,3,1,116,,,3.0,0,1177f65627e9d14b,1327037212,Political_People,female,131,6,0.8888888888888888,4.7535901911063645
7303,Great_Pyramid_of_Giza,Suleiman_the_Magnificent,True,5,3,2,97,,,1.0,0,0d57c8c57d75e2f5,1282376208,Historical_figures,male,7,1,,4.574710978503383
6283,IPod,Bill_Gates,True,3,2,1,12,,,,0,117c669d55fff4a0,1259314195,Computing_People,male,15,1,1.0,2.4849066497880004
5913,Vladimir_Lenin,Leon_Trotsky,True,2,1,1,13,,,1.0,0,6722755e2ddb7414,1248849547,Political_People,male,17,1,1.0,2.5649493574615367
3907,Applied_mathematics,Charlie_Chaplin,True,11,4,7,167,,,3.0,1,1d71c33d1c4a00cc,1259874667,Actors_models_and_celebrities,male,10,1,1.0,5.117993812416755
7355,Libertarianism,Joan_of_Arc,False,10,4,6,929,restart,War,,1,039fcbf02edc0226,1367700672,Military_People,female,7,1,0.5,6.834108738813838
6148,Yellowstone_National_Park,Michael_Faraday,True,4,3,1,98,,,2.0,0,6c630073263514fb,1249788709,Chemists,male,15,1,,4.584967478670572
3345,Universe,Diane_Keaton,False,6,4,2,2185,timeout,Cinema_of_the_United_States,,0,7636613643de6e50,1367440663,Actors_models_and_celebrities,female,2,1,0.15384615384615385,7.68937110752969
6667,Silver,Pel%C3%A9,True,4,3,1,48,,,,0,33d7eeb558a95b79,1351652326,Sports_and_games_people,male,10,1,1.0,3.871201010907891
7004,Djibouti,Boudica,True,6,3,3,253,,,3.0,0,0d57c8c57d75e2f5,1283700884,Historical_figures,female,5,1,0.375,5.53338948872752
2041,Love,Henry_IV_of_England,True,9,4,5,105,,,1.0,0,60aacdb56cc721c5,1345251442,Monarchs_of_Great_Britain,male,19,1,0.75,4.653960350157523
3952,San_Francisco%2C_California,Indira_Gandhi,True,9,3,6,107,,,,2,5b9170fb32eae9b4,1355685338,Political_People,female,12,1,1.0,4.672828834461906
58,14th_century,Henry_David_Thoreau,False,4,3,1,1902,timeout,United_States,,0,7bf895dc6103ae5e,1347395505,Philosophers,male,10,1,0.5,7.550661243105336
6196,Cape_Town,Ernest_Rutherford,False,6,3,3,1843,timeout,<,,1,12fda3ee4070ed17,1385941533,Engineers_and_inventors,male,14,1,0.0,7.519149957669823
2210,Canada,Genghis_Khan,True,3,2,1,104,,,,0,49b0595d054b09a0,1351303972,Historical_figures,male,25,2,,4.6443908991413725
1979,Lettuce,Carl_Jung,True,6,3,3,77,,,4.0,0,3fae946c6d9b3bd5,1225364150,Human_Scientists,male,14,1,1.0,4.343805421853684
7227,Morphine,Britney_Spears,False,6,4,2,2136,timeout,<,,2,18fdbb1371707097,1332042036,Actors_models_and_celebrities,female,8,1,0.06451612903225806,7.666690200080086
6512,Apollo_11,Romulus_Augustus,True,5,3,2,128,,,,0,3dc25e89579787e2,1248896848,Historical_figures,male,5,1,,4.852030263919617
292,Christianity,Jesus,True,2,1,1,12,,,,0,0d57c8c57d75e2f5,1293737649,Religious_figures_and_leaders,male,116,6,0.9166666666666666,2.4849066497880004
1932,Bottlenose_Dolphin,Ronald_Reagan,True,4,3,1,60,,,,0,0d57c8c57d75e2f5,1280642703,USA_Presidents,male,69,4,1.0,4.0943445622221
294,Christianity,Jesus,True,2,1,1,4,,,1.0,0,7bc2aace3a8e038f,1330236120,Religious_figures_and_leaders,male,116,6,0.9166666666666666,1.3862943611198906
7732,Stegosaurus,Jane_Fonda,False,10,4,6,174,restart,Vietnam_War,,0,25d2d3176d24931a,1385949417,Actors_models_and_celebrities,female,8,1,0.0,5.159055299214529
1,14th_century,John_F._Kennedy,True,6,3,3,110,,,,0,5295bca242be81fe,1372890414,USA_Presidents,male,60,3,1.0,4.700480365792417
5765,Stratford-upon-Avon,Tenzing_Norgay,True,6,4,2,98,,,2.0,0,77214b26091dfccb,1378399765,Geographers_and_explorers,male,4,1,,4.584967478670572
3563,Wessex,Condoleezza_Rice,True,7,3,4,162,,,,0,5e55877267bd6864,1355182850,Political_People,female,15,1,1.0,5.087596335232384
6661,Mahjong,William_II_of_England,False,3,3,0,71,restart,Sweden,,0,1435204c44915446,1327957510,Monarchs_of_Great_Britain,male,10,1,,4.2626798770413155
7277,Data_Encryption_Standard,Guglielmo_Marconi,True,10,4,6,333,,,,1,265193750b8ca644,1358904046,Engineers_and_inventors,male,9,1,,5.808142489980444
5339,Nintendo,Osama_bin_Laden,True,4,3,1,116,,,3.0,0,598e88d166ee9f90,1263147216,Political_People,male,15,1,1.0,4.7535901911063645
4987,String_theory,Dwight_D._Eisenhower,True,5,3,2,63,,,,0,609da9454b410bac,1267671128,USA_Presidents,male,37,2,1.0,4.143134726391533
2492,Lightning_rod,Natalie_Portman,True,6,4,2,181,,,,0,73cb0e0c5cbd27d4,1359655734,Actors_models_and_celebrities,female,5,1,0.6153846153846154,5.198497031265826
6101,Anschluss,William_and_Mary,False,8,3,5,178,restart,William_III_of_England,,1,3cccf78f64a6f796,1375680130,Monarchs_of_Great_Britain,female,8,1,0.3333333333333333,5.181783550292085
7242,Able_Archer_83,Miranda_Otto,True,7,4,3,161,,,,0,62236ba2782ae2d9,1313010409,Actors_models_and_celebrities,female,1,1,1.0,5.081404364984463
3821,Cotopaxi,Alexander_the_Great,True,5,3,2,229,,,,0,0299542414c3f20a,1257975634,Military_People,male,78,4,1.0,5.43372200355424
7087,Black-winged_Stilt,J._K._Rowling,True,4,3,1,75,,,2.0,0,482256e90e245bc8,1264487105,Writers_and_critics,female,5,1,0.7777777777777778,4.31748811353631
3554,Afghanistan,Condoleezza_Rice,True,4,2,2,108,,,,0,3f24d7577e38bbb3,1300717784,Political_People,female,15,1,1.0,4.68213122712422
4220,Roentgenium,Stanley_Baldwin,True,7,4,3,154,,,2.0,0,26519d935840492e,1249408156,Political_People,male,9,1,1.0,5.0369526024136295
291,Christianity,Jesus,True,2,1,1,2,,,,0,6b039e9953cf075e,1275051482,Religious_figures_and_leaders,male,116,6,0.9166666666666666,0.6931471805599453
4647,Western_Sahara,Leonardo_da_Vinci,True,7,3,4,56,,,,0,5bb5836b425e6bfe,1325175337,Engineers_and_inventors,male,34,2,1.0,4.02535169073515
7357,Libertarianism,Edward_the_Confessor,True,5,3,2,99,,,2.0,0,1f4616b9164483c7,1248698861,Religious_figures_and_leaders,male,25,2,1.0,4.59511985013459
7536,Harry_Potter,Hannibal_Barca,False,9,3,6,48,restart,Organization,,0,111661446643fe7e,1298672129,Historical_figures,male,4,1,0.0,3.871201010907891
7186,Arsenic,Britney_Spears,True,13,4,9,297,,,,0,5e0825de5f772bb0,1328917648,Actors_models_and_celebrities,female,8,1,0.06451612903225806,5.6937321388027
5906,South_Africa,Rowan_Williams,False,4,3,1,188,restart,England,,0,1942301605c87974,1298678937,Religious_figures_and_leaders,male,9,1,,5.236441962829949
6920,Barn_Owl,Nicolaus_Copernicus,True,8,3,5,626,,,,0,3095594471f1cc65,1250701811,Astronomers_and_physicists,male,21,1,1.0,6.439350371100098
4699,Saltasaurus,Helen,True,6,3,3,61,,,1.0,0,769e03d45862b4b6,1260324133,Historical_figures,female,7,1,1.0,4.110873864173311
7682,Arnold_Schwarzenegger,Zhang_Qian,False,4,4,0,2001,timeout,Ming_Dynasty,,0,26413c0d30bb8265,1329802515,Historical_figures,male,3,1,,7.601402334583733
