,source,target,finished,human_path_length,shortest_path_length,path_deviation,playtime_sec,playtime_min,type,failure_article,difficulty_rating,number_backclicks,hashedIpAddress,timestamp,category,gender,nr_link_in,in_degree_rep,success_rate
3193,Planetary_habitability,Florence_Nightingale,False,11,3,8,236,3.933333333333333,restart,Genetics,,0,2aa6f0f76b9235b3,1371788774,Human_Scientists,female,7,1,0.3
7617,Long_pepper,Margaret_Sanger,False,6,4,2,2010,33.5,timeout,Propaganda,,0,04eadb922bb01a8c,1303661004,Political_People,female,2,1,
3186,Domestic_goat,Florence_Nightingale,False,17,3,14,901,15.016666666666667,restart,George_III_of_the_United_Kingdom,,0,79ec738215f409b9,1343562649,Human_Scientists,female,7,1,0.3
1778,String_theory,Harry_S._Truman,True,9,3,6,154,2.566666666666667,,,,0,403476ce4ded3d01,1383231873,USA_Presidents,male,35,2,1.0
5912,Human_rights,Leon_Trotsky,True,3,2,1,30,0.5,,,,0,4c953195537599c4,1248842615,Political_People,male,17,1,
6559,Bedbug,Sun_Yat-sen,True,7,3,4,59,0.9833333333333333,,,1.0,0,0d57c8c57d75e2f5,1281878468,Political_People,male,9,1,
3367,The_Lorax,Cleopatra_VII,True,8,3,5,210,3.5,,,,0,31e8c18520cf15a5,1298026119,Historical_figures,female,17,1,1.0
7009,IPod,Boudica,False,10,3,7,232,3.8666666666666667,restart,Italy,,0,62719c4028cc96ae,1298726943,Historical_figures,female,5,1,0.375
3549,William_Shakespeare,Condoleezza_Rice,True,6,3,3,110,1.8333333333333333,,,2.0,0,02e28def4c1afd01,1339706084,Political_People,female,15,1,1.0
6258,Crow,Kylie_Minogue,False,23,3,20,493,8.216666666666667,restart,<,,2,4d4b3e8b7b19bb3d,1346770802,Performers_and_composers,female,6,1,0.1111111111111111
2471,Christianity,John_Logie_Baird,True,5,3,2,107,1.7833333333333334,,,1.0,0,3ed0814b493e455c,1329890984,Engineers_and_inventors,male,4,1,1.0
7200,Llandudno,Britney_Spears,False,6,3,3,178,2.966666666666667,restart,American_popular_music,,0,096f07c347cb22ff,1299864994,Actors_models_and_celebrities,female,8,1,0.0
3562,The_Mismeasure_of_Man,Condoleezza_Rice,True,5,3,2,85,1.4166666666666667,,,3.0,0,37d1c13e2cdb9574,1249774957,Political_People,female,15,1,1.0
2472,Christianity,John_Logie_Baird,True,8,3,5,134,2.2333333333333334,,,,0,221fbacf705b37fa,1345040226,Engineers_and_inventors,male,4,1,1.0
2500,Christianity,Natalie_Portman,False,4,3,1,1895,31.583333333333332,timeout,Israel,,0,7efb83877d787213,1359141535,Actors_models_and_celebrities,female,5,1,0.6666666666666666
3724,Seawater,Keira_Knightley,False,4,3,1,80,1.3333333333333333,restart,<,,1,278581093a1b3571,1362981611,Actors_models_and_celebrities,female,3,1,0.5
3359,Metamorphic_rock,Cleopatra_VII,True,9,3,6,274,4.566666666666666,,,,0,3bf0063214cbf2c9,1382772752,Historical_figures,female,17,1,1.0
5054,Fourteenth_Amendment_to_the_United_States_Constitution,Billie_Holiday,True,11,3,8,189,3.15,,,,3,473d6ac602c2b198,1318524676,Performers_and_composers,female,9,1,0.6666666666666666
7086,Autorack,J._K._Rowling,True,8,3,5,155,2.5833333333333335,,,2.0,2,5befbd5c7bbaed60,1301080182,Writers_and_critics,female,5,1,0.6666666666666666
2988,Alice%27s_Adventures_in_Wonderland,Martin_Luther,True,4,3,1,87,1.45,,,,0,76d065d61d662ae4,1361071738,Religious_figures_and_leaders,male,38,2,
4633,Myocardial_infarction,Leonardo_da_Vinci,True,6,3,3,102,1.7,,,3.0,0,3de6cb263325bccc,1232219948,Engineers_and_inventors,male,34,2,
239,Ganesha,Mao_Zedong,True,4,3,1,133,2.216666666666667,,,,0,23e9898629635546,1298830068,Political_People,male,32,2,
3408,Arnold_Schwarzenegger,Elizabeth_II_of_the_United_Kingdom,True,3,2,1,90,1.5,,,,0,6dfa2e10429b019c,1249855676,Political_People,female,131,6,0.8333333333333334
7006,Railway_post_office,Boudica,True,5,3,2,72,1.2,,,1.0,0,03ad271471c01256,1374067172,Historical_figures,female,5,1,0.375
34,Space_Race,Elizabeth_I_of_England,True,7,3,4,1860,31.0,,,,0,0dcf273f5680894f,1384892863,Monarchs_of_Great_Britain,female,63,3,1.0
3551,Johann_Sebastian_Bach,Condoleezza_Rice,True,7,3,4,118,1.9666666666666666,,,3.0,1,05cc7d6446e70b1f,1271626665,Political_People,female,15,1,1.0
3194,Ragtime,Florence_Nightingale,False,6,3,3,143,2.3833333333333333,restart,Woodrow_Wilson,,0,14e834724f159c93,1373672549,Human_Scientists,female,7,1,0.3
7714,Anne_Frank,Catherine_II_of_Russia,False,10,3,7,279,4.65,restart,Vladimir_Lenin,,0,5399e2dd1247303c,1353916427,Historical_figures,female,9,1,0.0
7003,Chennai,Boudica,True,5,3,2,35,0.5833333333333334,,,3.0,0,206d199b21b57680,1310937574,Historical_figures,female,5,1,0.375
7207,Margin_of_error,Britney_Spears,False,4,4,0,94,1.5666666666666667,restart,Compact_Disc,,0,4f85fe33624a5911,1308114420,Actors_models_and_celebrities,female,8,1,0.0
7120,Margaret_Sanger,James_I_of_England,True,6,3,3,96,1.6,,,2.0,0,0d57c8c57d75e2f5,1282400881,Monarchs_of_Great_Britain,male,49,3,
6572,North_Africa,Agamemnon,True,7,3,4,208,3.466666666666667,,,3.0,0,7fca1ad50f69e869,1249638060,Historical_figures,male,9,1,
6685,Vitamin_D,Grover_Cleveland,True,5,3,2,54,0.9,,,,0,1c8b4b8b70326ed9,1322180616,USA_Presidents,male,16,1,
3185,Buddhism,Florence_Nightingale,False,8,3,5,1959,32.65,timeout,<,,2,465c27152a2c8ede,1311977952,Human_Scientists,female,7,1,0.3
4515,Music_of_Ireland,Vincent_van_Gogh,True,5,3,2,95,1.5833333333333333,,,,0,694c872619af5986,1342927776,Artists,male,18,1,1.0
28,Moon,Elizabeth_I_of_England,True,9,3,6,209,3.4833333333333334,,,3.0,2,0d57c8c57d75e2f5,1282237442,Monarchs_of_Great_Britain,female,63,3,1.0
3822,Cotopaxi,Alexander_the_Great,True,5,3,2,39,0.65,,,,0,0299542414c3f20a,1257975691,Military_People,male,78,4,1.0
4506,Dundee,Theodore_Roosevelt,False,4,3,1,250,4.166666666666667,restart,Nazi_Germany,,0,23e9898629635546,1298820377,USA_Presidents,male,48,3,
7203,Mini,Britney_Spears,False,7,4,3,1963,32.71666666666667,timeout,Television,,0,672cfdea1f649faf,1301014024,Actors_models_and_celebrities,female,8,1,0.0
5318,Battle_of_Gettysburg,Osama_bin_Laden,True,4,3,1,36,0.6,,,1.0,0,7d5624e35c9523ef,1347645042,Political_People,male,15,1,1.0
4514,Badminton,Vincent_van_Gogh,True,4,3,1,72,1.2,,,2.0,0,52cb284706f6600f,1320336994,Artists,male,18,1,1.0
1350,Haiti,List_of_popes,False,8,3,5,99,1.65,restart,Pope_Benedict_XVI,,1,65dbebbc7fbd74ee,1355436167,Religious_figures_and_leaders,male,1,1,
3402,Humanism,Elizabeth_II_of_the_United_Kingdom,True,4,3,1,31,0.5166666666666667,,,2.0,0,0c013a70550e6011,1257345801,Political_People,female,131,6,0.8333333333333334
7097,Sistine_Chapel_ceiling,J._K._Rowling,False,11,3,8,289,4.816666666666666,restart,University_of_Cambridge,,3,781fe1720d34b171,1375737582,Writers_and_critics,female,5,1,0.6666666666666666
3552,History_of_slavery,Condoleezza_Rice,True,6,3,3,136,2.2666666666666666,,,1.0,1,0f140ac75509beb0,1352218482,Political_People,female,15,1,1.0
831,16th_century,Adolf_Hitler,True,5,2,3,68,1.1333333333333333,,,,0,62b22a6d3a88fdae,1347902610,Political_People,male,109,5,1.0
5747,Cancer,Mary_I_of_Scotland,True,8,3,5,118,1.9666666666666666,,,2.0,0,7034eb686c08a953,1249779080,Monarchs_of_Great_Britain,female,16,1,0.75
3405,Charles_Darwin,Elizabeth_II_of_the_United_Kingdom,True,4,2,2,92,1.5333333333333334,,,2.0,0,1177f65627e9d14b,1327037361,Political_People,female,131,6,0.8333333333333334
5057,Coconut_crab,Billie_Holiday,False,7,4,3,272,4.533333333333333,restart,Bob_Dylan,,0,122fb72746d43f18,1298771848,Performers_and_composers,female,9,1,0.6666666666666666
4470,Fusarium,Jane_Austen,True,5,4,1,45,0.75,,,1.0,0,1738f94477001ac4,1260260068,Writers_and_critics,female,17,1,1.0
6074,Dunnock,Glynn_Lunney,True,6,4,2,226,3.7666666666666666,,,2.0,0,5cd27c1121d56f45,1248673296,Engineers_and_inventors,male,2,1,
384,Abraham_Lincoln,Jesus,True,3,2,1,38,0.6333333333333333,,,,0,212cf7a067c1bb4a,1266609465,Religious_figures_and_leaders,male,116,6,
7222,Gas_metal_arc_welding,Britney_Spears,False,9,4,5,347,5.783333333333333,restart,Mississippi_River,,0,2ece38313612556e,1325741815,Actors_models_and_celebrities,female,8,1,0.0
2827,Muhammad_Ali,Herbert_Hoover,True,4,3,1,37,0.6166666666666667,,,,0,55cc20f21964b174,1312574764,USA_Presidents,male,23,2,
7662,St_Paul%27s_Cathedral,Ezra_Pound,False,8,3,5,220,3.6666666666666665,restart,Benito_Mussolini,,0,2806715b30599fc8,1369088572,Writers_and_critics,male,23,2,
