,source,target,finished,human_path_length,shortest_path_length,path_deviation,playtime,type,failure_article,difficulty_rating,number_backclicks,hashedIpAddress,timestamp,category,gender,nr_link_in,in_degree_rep,success_rate,log_playtime
7008,Bottlenose_Dolphin,Boudica,False,15,3,12,234,restart,Roman_Empire,,0,401ac01026554e0c,1298657413,Historical_figures,female,5,1,0.0,5.455321115357702
5944,Dominican_Republic,Isaac_Brock,False,4,3,1,148,restart,<,,1,77bba5811c8d9e81,1348773487,Military_People,male,3,1,,4.997212273764115
6716,Philippines,Margaret_Thatcher,False,14,3,11,486,restart,Robinson_Crusoe,,3,7afdcb954e322b10,1366062885,Political_People,female,38,2,,6.186208623900494
7724,Taipei,Eva_Per%C3%B3n,False,4,3,1,322,restart,Argentina,,0,28d2148632bf4519,1352882875,Political_People,female,3,1,,5.7745515455444085
7200,Llandudno,Britney_Spears,False,6,3,3,178,restart,American_popular_music,,0,096f07c347cb22ff,1299864994,Actors_models_and_celebrities,female,8,1,0.0,5.181783550292085
1539,Antelope,H.D.,False,9,3,6,216,restart,<,,1,6f764edf18c789b8,1384761357,Writers_and_critics,female,6,1,0.0,5.375278407684165
7617,Long_pepper,Margaret_Sanger,False,6,4,2,2010,timeout,Propaganda,,0,04eadb922bb01a8c,1303661004,Political_People,female,2,1,,7.605890001053122
2499,Rook_%28bird%29,Natalie_Portman,False,18,3,15,264,restart,<,,6,16a0b72e5b8e2c3b,1358479848,Actors_models_and_celebrities,female,5,1,,5.575949103146316
6360,Anglican_Communion,Marie_Curie,False,4,3,1,157,restart,Napoleon_I_of_France,,0,0c08f57159df1252,1366509073,Chemists,female,10,1,,5.056245805348308
3353,United_States_Constitution,Diane_Keaton,False,8,4,4,172,restart,Los_Angeles%2C_California,,2,13710ea426392bde,1379938703,Actors_models_and_celebrities,female,2,1,,5.147494476813453
4870,North_Korea,Paul_C%C3%A9zanne,False,3,3,0,1829,timeout,<,,1,43ea609a54fab699,1351286513,Artists,male,12,1,,7.511524648390866
5762,Hadrian%27s_Wall,Mary_I_of_Scotland,False,5,3,2,1837,timeout,Mary_I_of_England,,0,2f7f5bc901f63206,1340910915,Monarchs_of_Great_Britain,female,16,1,,7.515889085215125
6426,Fishing,Dante_Alighieri,False,3,3,0,1930,timeout,Dark_Ages,,0,512efb004684eeab,1351797415,Writers_and_critics,male,40,2,,7.5652752818989315
3189,Jakarta,Florence_Nightingale,False,6,3,3,128,restart,United_Kingdom,,0,5e5b3e43164d9fb9,1366727416,Human_Scientists,female,7,1,,4.852030263919617
6313,Arctic,Bill_Gates,False,5,3,2,100,restart,Corporation,,0,5f22535607b1d77d,1366214652,Computing_People,male,15,1,,4.605170185988092
4191,Edmund_Hillary,William_Thomson%2C_1st_Baron_Kelvin,False,19,3,16,921,restart,<,,8,51b1e7eb1fde233d,1365114097,Mathematicians,male,7,1,,6.825460036255307
6266,Chemistry,Kylie_Minogue,False,8,3,5,1923,timeout,English_language,,0,3a41db8007bb1d34,1352760682,Performers_and_composers,female,6,1,,7.56164174558878
7353,North_Africa,Joan_of_Arc,False,4,3,1,136,restart,France,,0,30647a8546a0789e,1338500976,Military_People,female,7,1,0.0,4.912654885736052
7575,Sistine_Chapel_ceiling,Cat_Stevens,False,13,3,10,2064,timeout,Anarcho-capitalism,,0,452693ad5499a6dc,1297532725,Performers_and_composers,male,1,1,,7.6324011266014535
5729,Flemish_people,Tiger_Woods,False,5,3,2,204,restart,<,,1,5b30e34e0a368cc6,1385431802,Sports_and_games_people,male,3,1,0.0,5.318119993844216
4858,Nintendo_Entertainment_System,Christina_Aguilera,False,5,3,2,34,restart,<,,2,457d35c368464688,1374840036,Performers_and_composers,female,5,1,,3.5263605246161616
6603,Badminton,Christopher_Wren,False,24,3,21,2572,timeout,World_Heritage_Site,,0,3e93778c16d96679,1373850993,Engineers_and_inventors,male,17,1,,7.85243908535751
2743,Basil,Alan_Turing,False,8,4,4,1963,timeout,Computer,,0,4737297e544819d3,1376382739,Mathematicians,male,11,1,,7.5822291942764615
3848,Shroud_of_Turin,Ludwig_Wittgenstein,False,3,3,0,123,restart,Vienna,,0,5729953544e4be37,1312194706,Philosophers,male,20,1,,4.812184355372417
5718,Transit_of_Venus,Tiger_Woods,False,7,4,3,164,restart,United_States_dollar,,0,2155b9b54e46e936,1382643819,Sports_and_games_people,male,3,1,0.0,5.099866427824199
1966,Bottlenose_Dolphin,Ronald_Reagan,False,5,3,2,93,restart,Washington%2C_D.C.,,1,278581093a1b3571,1362980792,USA_Presidents,male,69,4,,4.532599493153256
7010,Dominican_Republic,Boudica,False,3,3,0,52,restart,Iceland,,0,5c26fb857d1bd2f0,1298785842,Historical_figures,female,5,1,0.0,3.9512437185814275
6827,Philippines,Zoroaster,False,4,3,1,255,restart,Religion,,0,0d45688105684d24,1355315165,Religious_figures_and_leaders,male,9,1,,5.541263545158426
5625,Taipei,Tiger_Woods,False,4,3,1,205,restart,Sport,,0,1d0421287862c2aa,1343614527,Sports_and_games_people,male,3,1,0.0,5.3230099791384085
5601,Llandudno,Tiger_Woods,False,11,3,8,220,restart,Sport,,4,2920bca574df872c,1318347166,Sports_and_games_people,male,3,1,0.0,5.393627546352362
7276,Antelope,Abel_Tasman,False,10,3,7,2114,timeout,Pacific_Ocean,,0,5bb5836b425e6bfe,1331745215,Geographers_and_explorers,male,5,1,,7.656337166430183
5636,Long_pepper,Tiger_Woods,False,6,4,2,151,restart,Sport,,0,576357c67f621837,1344899381,Sports_and_games_people,male,3,1,0.0,5.017279836814924
5234,Rook_%28bird%29,Walt_Disney,False,23,3,20,486,restart,Mass_media,,6,349d4f836346bda4,1342522973,Producers_directors_and_media_figures,male,15,1,,6.186208623900494
7546,Anglican_Communion,Hannibal_Barca,False,36,3,33,4535,restart,Julius_Caesar,,16,68c9826f016b0a60,1331232912,Historical_figures,male,4,1,,8.419580362549237
5695,United_States_Constitution,Tiger_Woods,False,5,4,1,1963,timeout,Football,,0,1548150f27c2857b,1373349123,Sports_and_games_people,male,3,1,0.0,7.5822291942764615
7347,North_Korea,Joan_of_Arc,False,3,3,0,1871,timeout,France,,0,69421fe945903a96,1323044081,Military_People,female,7,1,0.0,7.534228326274089
3252,Hadrian%27s_Wall,Franklin_D._Roosevelt,False,5,3,2,100,restart,University,,0,105586143e4b5211,1344222122,USA_Presidents,male,60,3,,4.605170185988092
1535,Fishing,H.D.,False,3,3,0,40,restart,<,,1,26af63bb74c8d26d,1328882387,Writers_and_critics,female,6,1,0.0,3.6888794541139363
5616,Jakarta,Tiger_Woods,False,33,3,30,1199,restart,<,,14,4a25f1226786211b,1330877397,Sports_and_games_people,male,3,1,0.0,7.089243155027514
